playerId,name,age,status,origin_team,origin_comp,origin_median,n_matches,scouting_score,model_score,performance_score,model_probability,top3_strengths
108200,Kaique Pereira,22.0,STAYED,CD Nacional,primeira_liga,0.622191505,25,49.4083694083694,75.32467532467533,10.533910533910534,0.16618402,RATIO_PASSING_ACCURACY (39%) | DIAGONAL_PASS_SCORE (79%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_LONG_RANGE_SHOT_RATIO (71%)
135629,Dimitrije Stevanovic,21.0,STAYED,FK Radnicki Nis,super_liga_srbije,0.34917809,19,48.88888888888889,68.3982683982684,19.624819624819626,0.12021293,FOOT_USAGE_RATIO_LEFT (74%) | FOOT_USAGE_RATIO_RIGHT (74%) | DEFENSIVE_IMPECT_SCORE_PACKING (37%)
83739,Kevin Kratzsch,23.0,STAYED,Rot-Weiß Oberhausen,regionalliga_west,0.37057419,58,48.71572871572871,54.54545454545454,39.97113997113997,0.062659554,DEFENSIVE_IMPECT_SCORE_PACKING (68%) | RATIO_PASSING_ACCURACY (62%) | GOAL_KICK_SCORE (86%)
105971,Viktor Andersson,21.0,STAYED,IFK Värnamo,allsvenskan,0.579539565,19,48.658008658008654,45.02164502164502,54.112554112554115,0.04295742,FOOT_USAGE_RATIO_LEFT (94%) | FOOT_USAGE_RATIO_RIGHT (94%) | RATIO_PASSING_ACCURACY (65%)
150322,Guilherme Fernandes,24.0,STAYED,Real Valladolid,laliga2,0.6,27,48.629148629148624,36.507936507936506,66.8109668109668,0.030227771,FOOT_USAGE_RATIO_LEFT (91%) | FOOT_USAGE_RATIO_RIGHT (91%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO (55%)
140096,Sebastian Madejski,29.0,STAYED,Cracovia,ekstraklasa,0.6288633,47,48.6002886002886,74.74747474747475,9.37950937950938,0.16367763,GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO (78%) | DEFENSIVE_IMPECT_SCORE_PACKING (35%) | FOOT_USAGE_RATIO_LEFT (28%)
23357,Marco Hiller,29.0,DROPPED,TSV 1860 München,bundesliga_3,0.557671055,53,48.484848484848484,49.92784992784993,46.320346320346324,0.052368622,DEFENSIVE_IMPECT_SCORE_PACKING (75%) | RATIO_PASSING_ACCURACY (77%) | FOOT_USAGE_RATIO_LEFT (29%)
4749,Dominik Kotarski,26.0,STAYED,FC Kopenhagen,superligaen,0.6607162449999999,20,48.34054834054834,21.5007215007215,88.60028860028861,0.016555103,FOOT_USAGE_RATIO_LEFT (88%) | FOOT_USAGE_RATIO_RIGHT (88%) | RATIO_PASSING_ACCURACY (84%)
89721,Felix Thiel,31.0,STAYED,FV Illertissen,regionalliga_bayern,0.28719256,41,48.25396825396825,25.108225108225106,82.97258297258297,0.019269759,DEFENSIVE_IMPECT_SCORE_PACKING (90%) | FOOT_USAGE_RATIO_LEFT (81%) | FOOT_USAGE_RATIO_RIGHT (81%)
26953,Lucas Fox,25.0,STAYED,1. FC Bocholt,regionalliga_west,0.37057419,81,48.08080808080808,23.953823953823957,84.27128427128427,0.01835385,FOOT_USAGE_RATIO_LEFT (74%) | DEFENSIVE_IMPECT_SCORE_PACKING (78%) | FOOT_USAGE_RATIO_RIGHT (75%)
87653,Omer Nir'on,24.0,STAYED,Maccabi Netanya,ligat_haal,0.5,51,48.08080808080808,36.36363636363637,65.65656565656566,0.03015361,FOOT_USAGE_RATIO_LEFT (90%) | FOOT_USAGE_RATIO_RIGHT (91%) | RATIO_PASSING_ACCURACY (62%)
3813,Arnaud Bodart,28.0,BENCH,FC Metz,ligue2,0.61397649,16,47.907647907647906,55.98845598845599,35.78643578643579,0.06547059,RATIO_PASSING_ACCURACY (86%) | DEFENSIVE_IMPECT_SCORE_PACKING (40%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_LONG_RANGE_SHOT_RATIO (77%)
83562,Ivan Rehak,24.0,DROPPED,FK Zeleziarne Podbrezova,fortuna_liga_slovakia,0.528078685,15,47.41702741702742,40.83694083694084,57.287157287157285,0.035356965,RATIO_PASSING_ACCURACY (88%) | DEFENSIVE_IMPECT_SCORE_PACKING (49%) | GOAL_KICK_SCORE (99%)
105294,Radek Vítek,22.0,STAYED,FC Blau-Weiß Linz,bundesliga_austria,0.6016963049999999,26,47.35930735930736,32.17893217893218,70.12987012987013,0.024447143,FOOT_USAGE_RATIO_LEFT (72%) | FOOT_USAGE_RATIO_RIGHT (72%) | DEFENSIVE_IMPECT_SCORE_PACKING (60%)
7758,Yanick van Osch,28.0,DROPPED,Fortuna Sittard,eredivisie,0.6917069149999999,64,47.301587301587304,23.232323232323232,83.40548340548341,0.018016804,FOOT_USAGE_RATIO_LEFT (82%) | FOOT_USAGE_RATIO_RIGHT (82%) | DEFENSIVE_IMPECT_SCORE_PACKING (65%)
13623,Nicolai Larsen,35.0,STAYED,Silkeborg IF,superligaen,0.6607162449999999,146,47.27272727272727,12.121212121212121,100.0,0.009768767,FOOT_USAGE_RATIO_LEFT (92%) | DEFENSIVE_IMPECT_SCORE_PACKING (90%) | FOOT_USAGE_RATIO_RIGHT (92%)
109277,Jan Niemann,21.0,STAYED,FC Teutonia 05 Ottensen,regionalliga_nord,0.26403716,11,47.27272727272727,19.336219336219337,89.17748917748918,0.015225432,DEFENSIVE_IMPECT_SCORE_PACKING (98%) | FOOT_USAGE_RATIO_LEFT (83%) | FOOT_USAGE_RATIO_RIGHT (83%)
3472,Karlo Letica,29.0,STAYED,FC Lausanne-Sport,super_league_switzerland,0.6643794000000001,91,47.272727272727266,64.06926406926407,22.07792207792208,0.0945846,DEFENSIVE_IMPECT_SCORE_PACKING (89%) | FOOT_USAGE_RATIO_LEFT (32%) | DIAGONAL_PASS_SCORE (77%)
51809,Xavier Mous,30.0,STAYED,SC Heerenveen,eredivisie,0.6917069149999999,55,47.18614718614718,62.77056277056276,23.809523809523807,0.08759427,FOOT_USAGE_RATIO_LEFT (50%) | FOOT_USAGE_RATIO_RIGHT (50%) | DEFENSIVE_IMPECT_SCORE_PACKING (44%)
32389,Florian Wiegele,24.0,DROPPED,Grazer AK 1902,bundesliga_austria,0.6016963049999999,15,47.18614718614718,54.112554112554115,36.79653679653679,0.061752938,DEFENSIVE_IMPECT_SCORE_PACKING (97%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO (89%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_LONG_RANGE_SHOT_RATIO (79%)
47278,Lukas Schneller,24.0,DROPPED,SC Freiburg II,bundesliga_3,0.557671055,2,47.15728715728716,49.06204906204906,44.300144300144304,0.05083809,DEFENSIVE_IMPECT_SCORE_PACKING (90%) | RATIO_PASSING_ACCURACY (93%) | FOOT_USAGE_RATIO_LEFT (50%)
52455,Lucas Chevalier,24.0,STAYED,LOSC Lille,ligue1,0.7712210150000001,84,47.128427128427134,13.997113997113997,96.82539682539682,0.010887343,FOOT_USAGE_RATIO_LEFT (95%) | FOOT_USAGE_RATIO_RIGHT (96%) | RATIO_PASSING_ACCURACY (92%)
43097,Nick Gillekens,30.0,DROPPED,KVC Westerlo,belgian_pro_league,0.67107149,12,47.04184704184704,19.913419913419915,87.73448773448773,0.015544305,FOOT_USAGE_RATIO_LEFT (97%) | FOOT_USAGE_RATIO_RIGHT (97%) | RATIO_PASSING_ACCURACY (71%)
29789,Sondre Rossbach,30.0,STAYED,Odds BK,eliteserien,0.5777367099999999,72,46.95526695526696,74.31457431457432,5.916305916305916,0.15854512,FOOT_USAGE_RATIO_LEFT (50%) | FOOT_USAGE_RATIO_RIGHT (50%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_LONG_RANGE_SHOT_RATIO (72%)
144946,Danylo Varakuta,24.0,STAYED,Chornomorets Odessa,premier_liga_ukraine,0.401354885,36,46.926406926406926,26.551226551226552,77.48917748917748,0.020431172,FOOT_USAGE_RATIO_LEFT (76%) | RATIO_PASSING_ACCURACY (88%) | FOOT_USAGE_RATIO_RIGHT (76%)
27624,Togo Umeda,25.0,STAYED,Shimizu S-Pulse,j1_league,0.614975735,31,46.8975468975469,60.750360750360755,26.118326118326117,0.08107631,FOOT_USAGE_RATIO_LEFT (75%) | FOOT_USAGE_RATIO_RIGHT (75%) | DEFENSIVE_IMPECT_SCORE_PACKING (68%)
78648,Iker Álvarez,24.0,STAYED,FC Córdoba,laliga2,0.6,21,46.868686868686865,43.001443001443,52.669552669552665,0.039688468,RATIO_PASSING_ACCURACY (86%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_CLOSE_RANGE_SHOT_RATIO (96%) | FOOT_USAGE_RATIO_LEFT (28%)
26934,Julian Krahl,26.0,STAYED,1. FC Kaiserslautern,bundesliga_2,0.710514535,86,46.83982683982684,57.57575757575758,30.735930735930733,0.0712631,DEFENSIVE_IMPECT_SCORE_PACKING (84%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO (78%) | RATIO_PASSING_ACCURACY (48%)
34553,David Lazar,34.0,STAYED,FC Buzău,superliga_romania,0.456571,26,46.72438672438673,37.37373737373738,60.750360750360755,0.030990483,FOOT_USAGE_RATIO_LEFT (96%) | FOOT_USAGE_RATIO_RIGHT (96%) | DEFENSIVE_IMPECT_SCORE_PACKING (82%)
3901,Anthony Moris,35.0,STAYED,Royale Union Saint Gilloise,belgian_pro_league,0.67107149,157,46.63780663780664,39.24963924963925,57.72005772005772,0.032826237,DEFENSIVE_IMPECT_SCORE_PACKING (92%) | GK_SUCCESSFUL_LAUNCHES_PERCENT (95%) | RATIO_PASSING_ACCURACY (47%)
165565,Luka Bas,23.0,STAYED,NK Radomlje,prva_liga,0.383098135,10,46.637806637806634,68.68686868686868,13.564213564213565,0.12200191,GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_LONG_RANGE_SHOT_RATIO (99%) | RATIO_PASSING_ACCURACY (42%) | FOOT_USAGE_RATIO_LEFT (26%)
37389,Ofir Marciano,36.0,DROPPED,Feyenoord Rotterdam,eredivisie,0.6917069149999999,12,46.580086580086586,42.712842712842715,52.38095238095239,0.039297465,DEFENSIVE_IMPECT_SCORE_PACKING (94%) | FOOT_USAGE_RATIO_LEFT (50%) | FOOT_USAGE_RATIO_RIGHT (50%)
377,Marwin Hitz,38.0,STAYED,FC Basel 1893,super_league_switzerland,0.6643794000000001,91,46.522366522366525,14.43001443001443,94.66089466089466,0.01153216,FOOT_USAGE_RATIO_LEFT (80%) | RATIO_PASSING_ACCURACY (97%) | FOOT_USAGE_RATIO_RIGHT (80%)
5358,Remko Pasveer,42.0,STAYED,Vitesse Arnheim,eredivisie,0.6917069149999999,112,46.40692640692641,13.275613275613276,96.1038961038961,0.010171266,FOOT_USAGE_RATIO_LEFT (78%) | DEFENSIVE_IMPECT_SCORE_PACKING (75%) | FOOT_USAGE_RATIO_RIGHT (78%)
75844,Pepijn van de Merbel,23.0,STAYED,FC Den Bosch,keuken_kampioen_divisie,0.433012,63,46.37806637806638,25.252525252525253,78.06637806637806,0.019405179,FOOT_USAGE_RATIO_LEFT (72%) | FOOT_USAGE_RATIO_RIGHT (72%) | DEFENSIVE_IMPECT_SCORE_PACKING (50%)
1725,Mauro Goicoechea,37.0,STAYED,Danubio FC,primera_division_paraguay,0.4,61,46.17604617604617,17.027417027417027,89.8989898989899,0.012855412,FOOT_USAGE_RATIO_LEFT (78%) | FOOT_USAGE_RATIO_RIGHT (78%) | RATIO_PASSING_ACCURACY (69%)
89762,Lucas Zahaczewski,25.0,STAYED,SpVgg Bayreuth,regionalliga_bayern,0.28719256,49,46.06060606060606,36.075036075036074,61.038961038961034,0.02991095,DEFENSIVE_IMPECT_SCORE_PACKING (84%) | GK_SUCCESSFUL_LAUNCHES_PERCENT (81%) | DIAGONAL_PASS_SCORE (88%)
74044,Etienne Green,25.0,BENCH,AS Saint-Étienne,ligue2,0.61397649,6,46.002886002886,68.1096681096681,12.842712842712842,0.11975648,RATIO_PASSING_ACCURACY (99%) | FOOT_USAGE_RATIO_LEFT (50%) | FOOT_USAGE_RATIO_RIGHT (50%)
106537,Muhamed Sahinovic,22.0,DROPPED,Rakow Czestochowa,ekstraklasa,0.6288633,1,45.94516594516595,50.79365079365079,38.67243867243867,0.053971507,RATIO_PASSING_ACCURACY (95%) | FOOT_USAGE_RATIO_LEFT (50%) | FOOT_USAGE_RATIO_RIGHT (50%)
3822,Mees Bakker,25.0,STAYED,De Graafschap Doetinchem,keuken_kampioen_divisie,0.433012,31,45.82972582972583,12.40981240981241,95.95959595959596,0.009816628,FOOT_USAGE_RATIO_LEFT (95%) | DEFENSIVE_IMPECT_SCORE_PACKING (92%) | FOOT_USAGE_RATIO_RIGHT (95%)
213,Simon Mignolet,38.0,STAYED,FC Brügge,belgian_pro_league,0.67107149,150,45.45454545454546,9.37950937950938,99.56709956709958,0.007958121,FOOT_USAGE_RATIO_LEFT (88%) | FOOT_USAGE_RATIO_RIGHT (89%) | DEFENSIVE_IMPECT_SCORE_PACKING (85%)
81396,Tomoki Hayakawa,27.0,STAYED,Kashima Antlers,j1_league,0.614975735,119,45.339105339105345,58.730158730158735,25.252525252525253,0.07604914,GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO (68%) | DIAGONAL_PASS_SCORE (80%) | RATIO_PASSING_ACCURACY (34%)
55875,Hiroki Iikura,39.0,STAYED,Vissel Kobe,j1_league,0.614975735,75,45.28138528138528,22.366522366522368,79.65367965367966,0.017210374,FOOT_USAGE_RATIO_LEFT (66%) | DEFENSIVE_IMPECT_SCORE_PACKING (69%) | RATIO_PASSING_ACCURACY (81%)
52559,Moritz Schulze,24.0,DROPPED,Hallescher FC,bundesliga_3,0.557671055,6,45.16594516594517,25.541125541125542,74.60317460317461,0.019454774,DEFENSIVE_IMPECT_SCORE_PACKING (96%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO (96%) | FOOT_USAGE_RATIO_LEFT (50%)
37675,Mattias Lamhauge,26.0,STAYED,FC Fredericia,superligaen,0.6607162449999999,15,45.02164502164502,65.51226551226551,14.285714285714285,0.10206008,GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_LONG_RANGE_SHOT_RATIO (88%) | DEFENSIVE_IMPECT_SCORE_PACKING (36%) | DIAGONAL_PASS_SCORE (77%)
68015,Sullivan Péan,26.0,STAYED,FC Villefranche-Beaujolais,france_3,0.513178375,53,44.992784992785,14.574314574314574,90.62049062049063,0.011626317,FOOT_USAGE_RATIO_LEFT (99%) | FOOT_USAGE_RATIO_RIGHT (99%) | RATIO_PASSING_ACCURACY (59%)
96962,Philipp Schulze,23.0,STAYED,SC Verl,bundesliga_3,0.557671055,79,44.96392496392497,38.095238095238095,55.266955266955264,0.03143566,DEFENSIVE_IMPECT_SCORE_PACKING (82%) | RATIO_PASSING_ACCURACY (93%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO (43%)
3357,Berke Özer,25.0,STAYED,LOSC Lille,ligue1,0.7712210150000001,21,44.733044733044736,18.75901875901876,83.6940836940837,0.014829023,DEFENSIVE_IMPECT_SCORE_PACKING (69%) | RATIO_PASSING_ACCURACY (78%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO (82%)
2842,Jasper Cillessen,36.0,STAYED,NEC Nijmegen,eredivisie,0.6917069149999999,61,44.73304473304473,43.290043290043286,46.897546897546896,0.040159136,DEFENSIVE_IMPECT_SCORE_PACKING (57%) | FOOT_USAGE_RATIO_LEFT (50%) | FOOT_USAGE_RATIO_RIGHT (50%)
16502,Jin-hyeon Kim,38.0,STAYED,Cerezo Osaka,j1_league,0.614975735,171,44.70418470418471,15.728715728715729,88.16738816738817,0.012116322,FOOT_USAGE_RATIO_LEFT (96%) | FOOT_USAGE_RATIO_RIGHT (96%) | DEFENSIVE_IMPECT_SCORE_PACKING (68%)
33244,Yehvann Diouf,26.0,STAYED,Stade Reims,ligue1,0.7712210150000001,84,44.675324675324674,20.2020202020202,81.38528138528139,0.015667126,FOOT_USAGE_RATIO_LEFT (81%) | FOOT_USAGE_RATIO_RIGHT (81%) | RATIO_PASSING_ACCURACY (68%)
168453,Ron Meyer,28.0,STAYED,FC Wegberg-Beeck,regionalliga_west,0.37057419,62,44.58874458874459,29.58152958152958,67.09956709956711,0.022968102,FOOT_USAGE_RATIO_LEFT (87%) | FOOT_USAGE_RATIO_RIGHT (88%) | DEFENSIVE_IMPECT_SCORE_PACKING (66%)
115946,Nadav Zamir,24.0,STAYED,Hapoel Jerusalem,ligat_haal,0.5,51,44.0981240981241,46.17604617604618,40.98124098124098,0.044715736,DEFENSIVE_IMPECT_SCORE_PACKING (80%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_LONG_RANGE_SHOT_RATIO (91%) | FOOT_USAGE_RATIO_LEFT (32%)
38255,Andriy Kozhukhar,26.0,STAYED,NK Veres Rivne,premier_liga_ukraine,0.401354885,27,44.098124098124096,66.95526695526695,9.812409812409813,0.11399181,FOOT_USAGE_RATIO_LEFT (70%) | FOOT_USAGE_RATIO_RIGHT (70%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_LONG_RANGE_SHOT_RATIO (77%)
116720,Plamen Andreev,21.0,DROPPED,Feyenoord Rotterdam,eredivisie,0.6917069149999999,1,44.069264069264065,17.46031746031746,83.98268398268398,0.012984997,FOOT_USAGE_RATIO_LEFT (83%) | FOOT_USAGE_RATIO_RIGHT (84%) | RATIO_PASSING_ACCURACY (84%)
814,Balázs Megyeri,35.0,STAYED,Debreceni VSC,nemzeti_bajnoksag,0.53889144,41,44.069264069264065,30.735930735930733,64.06926406926407,0.023498815,FOOT_USAGE_RATIO_LEFT (68%) | FOOT_USAGE_RATIO_RIGHT (68%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO (79%)
86239,Toni Silic,21.0,STAYED,HNK Hajduk Split,hnl_1,0.507882825,14,44.04040404040404,41.55844155844156,47.76334776334777,0.036603328,GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO (98%) | RATIO_PASSING_ACCURACY (63%) | DEFENSIVE_IMPECT_SCORE_PACKING (51%)
27170,Mads Kikkenborg,26.0,STAYED,Lyngby BK,superligaen,0.6607162449999999,45,44.04040404040404,34.63203463203463,58.152958152958156,0.026815398,FOOT_USAGE_RATIO_LEFT (80%) | FOOT_USAGE_RATIO_RIGHT (80%) | DEFENSIVE_IMPECT_SCORE_PACKING (68%)
32227,Emil Ødegaard,26.0,STAYED,KFUM-Kameratene Oslo,eliteserien,0.5777367099999999,54,43.92496392496393,32.900432900432904,60.46176046176046,0.025139283,DEFENSIVE_IMPECT_SCORE_PACKING (88%) | FOOT_USAGE_RATIO_LEFT (66%) | FOOT_USAGE_RATIO_RIGHT (67%)
49692,Tein Troost,24.0,DROPPED,NAC Breda,keuken_kampioen_divisie,0.433012,10,43.924963924963926,70.41847041847042,4.184704184704184,0.13382347,FOOT_USAGE_RATIO_LEFT (50%) | FOOT_USAGE_RATIO_RIGHT (50%) | RATIO_PASSING_ACCURACY (57%)
32379,Jan-Christoph Bartels,27.0,DROPPED,SV Waldhof Mannheim,bundesliga_3,0.557671055,44,43.78066378066377,50.649350649350644,33.477633477633475,0.053557556,DEFENSIVE_IMPECT_SCORE_PACKING (58%) | FOOT_USAGE_RATIO_LEFT (30%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_LONG_RANGE_SHOT_RATIO (72%)
19595,Matus Hruska,31.0,DROPPED,FK Dukla Prag,fortuna_liga_slovakia,0.528078685,66,43.694083694083695,13.564213564213565,88.88888888888889,0.010319306,FOOT_USAGE_RATIO_LEFT (97%) | FOOT_USAGE_RATIO_RIGHT (97%) | RATIO_PASSING_ACCURACY (62%)
45492,Jokin Ezkieta,29.0,STAYED,Racing Santander,laliga2,0.6,67,43.52092352092352,27.417027417027416,67.67676767676768,0.02134349,FOOT_USAGE_RATIO_LEFT (68%) | DEFENSIVE_IMPECT_SCORE_PACKING (66%) | FOOT_USAGE_RATIO_RIGHT (68%)
146483,Malwin Zok,22.0,DROPPED,SV Waldhof Mannheim,bundesliga_3,0.557671055,1,43.463203463203456,44.44444444444444,41.99134199134199,0.042494953,RATIO_PASSING_ACCURACY (86%) | FOOT_USAGE_RATIO_LEFT (50%) | FOOT_USAGE_RATIO_RIGHT (50%)
39086,Warleson,29.0,STAYED,Cercle Brügge,belgian_pro_league,0.67107149,72,43.318903318903324,56.132756132756136,24.0981240981241,0.065554984,DEFENSIVE_IMPECT_SCORE_PACKING (72%) | GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO (97%) | FOOT_USAGE_RATIO_LEFT (33%)
