playerId,name,age,origin_team,origin_comp,origin_median,target_median,origin_SUCCESSFUL_PASSES_BY_FOOT_RIGHT,projected_SUCCESSFUL_PASSES_BY_FOOT_RIGHT,origin_SUCCESSFUL_PASSES_BY_FOOT_LEFT,projected_SUCCESSFUL_PASSES_BY_FOOT_LEFT,origin_UNSUCCESSFUL_PASSES_BY_FOOT_LEFT,projected_UNSUCCESSFUL_PASSES_BY_FOOT_LEFT,origin_BYPASSED_DEFENDERS_AT_PHASE_SECOND_BALL,projected_BYPASSED_DEFENDERS_AT_PHASE_SECOND_BALL,origin_UNSUCCESSFUL_PASSES_BY_FOOT_RIGHT,projected_UNSUCCESSFUL_PASSES_BY_FOOT_RIGHT,origin_BYPASSED_OPPONENTS_NUMBER_AT_PHASE_ATTACKING_TRANSITION,projected_BYPASSED_OPPONENTS_NUMBER_AT_PHASE_ATTACKING_TRANSITION,origin_SUCCESSFUL_PASSES_BY_ACTION_DIAGONAL_PASS,projected_SUCCESSFUL_PASSES_BY_ACTION_DIAGONAL_PASS,origin_PLAYDURATION,projected_PLAYDURATION,origin_SUCCESSFUL_PASSES,projected_SUCCESSFUL_PASSES,origin_SUCCESSFUL_PASSES_AT_PHASE_ATTACKING_TRANSITION,projected_SUCCESSFUL_PASSES_AT_PHASE_ATTACKING_TRANSITION,origin_DISTANCE_TO_GOAL_COVERED_DRIBBLE,projected_DISTANCE_TO_GOAL_COVERED_DRIBBLE,origin_BYPASSED_OPPONENTS_NUMBER_FROM_PITCH_POSITION_FIRST_THIRD,projected_BYPASSED_OPPONENTS_NUMBER_FROM_PITCH_POSITION_FIRST_THIRD,origin_OPP_PXT_PASS,projected_OPP_PXT_PASS,origin_UNSUCCESSFUL_PASSES_BY_ACTION_LOW_PASS,projected_UNSUCCESSFUL_PASSES_BY_ACTION_LOW_PASS,origin_UNSUCCESSFUL_PASSES_BY_ACTION_GOAL_KICK,projected_UNSUCCESSFUL_PASSES_BY_ACTION_GOAL_KICK,origin_BALL_LOSS_REMOVED_TEAMMATES_BY_ACTION_GOAL_KICK,projected_BALL_LOSS_REMOVED_TEAMMATES_BY_ACTION_GOAL_KICK,origin_BYPASSED_OPPONENTS_NUMBER_FROM_LANE_CENTER,projected_BYPASSED_OPPONENTS_NUMBER_FROM_LANE_CENTER,origin_BYPASSED_OPPONENTS_NUMBER_AT_PHASE_IN_POSSESSION,projected_BYPASSED_OPPONENTS_NUMBER_AT_PHASE_IN_POSSESSION,origin_SUCCESSFUL_PASSES_FROM_PITCH_POSITION_FIRST_THIRD,projected_SUCCESSFUL_PASSES_FROM_PITCH_POSITION_FIRST_THIRD,origin_BYPASSED_OPPONENTS_BY_ACTION_LOW_PASS,projected_BYPASSED_OPPONENTS_BY_ACTION_LOW_PASS,origin_SECOND_BALL_WIN,projected_SECOND_BALL_WIN,origin_SUCCESSFUL_PASSES_TO_LANE_LEFT_HALF_SPACE,projected_SUCCESSFUL_PASSES_TO_LANE_LEFT_HALF_SPACE,origin_BYPASSED_OPPONENTS_TO_PITCH_POSITION_FIRST_THIRD,projected_BYPASSED_OPPONENTS_TO_PITCH_POSITION_FIRST_THIRD,origin_BYPASSED_DEFENDERS_TO_PITCH_POSITION_FIRST_THIRD,projected_BYPASSED_DEFENDERS_TO_PITCH_POSITION_FIRST_THIRD,origin_DEFENSIVE_TOUCHES_BY_ACTION_HEADER,projected_DEFENSIVE_TOUCHES_BY_ACTION_HEADER,origin_BYPASSED_DEFENDERS_BY_ACTION_SAVE,projected_BYPASSED_DEFENDERS_BY_ACTION_SAVE,origin_BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_FROM_PITCH_POSITION_OWN_BOX,projected_BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_FROM_PITCH_POSITION_OWN_BOX,origin_BALL_LOSS_REMOVED_TEAMMATES_AT_PHASE_SET_PIECE,projected_BALL_LOSS_REMOVED_TEAMMATES_AT_PHASE_SET_PIECE,origin_BYPASSED_OPPONENTS_NUMBER_AT_PHASE_SET_PIECE,projected_BYPASSED_OPPONENTS_NUMBER_AT_PHASE_SET_PIECE,scouting_score
104934,Erion Avdija,21.0,SpVgg Unterhaching,regionalliga_bayern,0.28719256,0.67107149,9.0,10.893345377351189,24.4,22.928080144827327,5.133333333333334,4.393336303990537,,,1.4444444444444444,2.3843157390236875,4.2,3.7333333333333334,3.3076923076923075,2.682337405907442,5654.734666666668,5726.753672467895,40.8,27.083194691388947,6.933333333333334,6.7000287604256545,194.72400000000005,113.14825237458527,6.5,6.854228329809725,-0.02342486666666667,-0.025197078759574866,1.6,1.4608695652173913,1.5,1.5,1.5333333333333334,1.5163271878742857,15.666666666666666,11.155981306803636,14.0,9.150047108173851,16.0,9.097001349341085,14.473333333333333,8.045852319658096,3.6666666666666665,2.612688964030148,9.8,9.461224498577815,11.159999999999998,7.306760962084095,,,,,,,1.55,1.1188530219780222,2.121111111111111,2.0601224916449508,1.7777777777777777,1.8389182833627278,99.0
55897,Yohei Takaoka,29.0,Yokohama F. Marinos,j1_league,0.614975735,0.67107149,,,,,,,,,,,2.34375,2.083333333333333,2.689655172413793,2.3688593979602586,5893.878255813953,5968.943007268933,37.88235294117647,26.360777549505745,5.676470588235294,5.4854590671471355,54.32058823529412,61.99658518156651,3.3225806451612905,3.503650213252614,-0.01888894117647059,-0.020317987089581706,1.25,1.141304347826087,1.5909090909090908,1.5909090909090908,1.5661904761904766,1.5488199133287348,10.352941176470589,9.604768552742684,8.242424242424242,7.121016973834486,13.470588235294118,8.2120806887993,10.457575757575759,7.095672532145995,2.40625,2.3589482567923534,9.147058823529411,8.830854799092737,9.73939393939394,7.071905764870083,0.65,0.8125,1.0,1.0,,,1.7881818181818183,1.290782342657343,2.1566666666666667,2.094655713086878,2.3333333333333335,2.4135802469135803,98.4
8669,Sammy Bossut,40.0,SV Zulte Waregem,belgian_pro_league,0.67107149,0.67107149,,,,,,,1.0,1.3,,,3.7906976744186047,3.3695090439276485,2.757575757575758,2.403309770793575,5774.990434782609,5848.541024534648,21.108695652173914,22.207575564021003,3.5813953488372094,3.460882476874611,73.83434782608695,69.1058236518223,2.4651162790697674,2.5994568978884827,-0.005725717391304347,-0.006158897470654966,1.6111111111111112,1.471014492753623,2.1578947368421053,2.1578947368421053,4.553,4.502502838951058,11.08695652173913,9.81904645764345,6.826086956521739,6.621884846966107,4.0227272727272725,4.906724289196341,6.247727272727274,6.099568344248932,1.9743589743589745,2.2720021403262556,3.977777777777778,3.840270261327503,5.815555555555555,6.42321513695658,,,1.0,1.0,0.8,1.0,1.47875,1.0674218750000002,5.996976744186046,5.824544790629882,3.8222222222222224,3.953674309229865,97.6
103676,Jhonny Peitzmeier,25.0,VfB Oldenburg,regionalliga_nord,0.26403716,0.67107149,26.488372093023255,18.83683082048887,6.023809523809524,6.843291684836897,1.5862068965517242,1.5331066458342915,0.7,0.9099999999999999,6.309523809523809,5.739847868090183,3.393939393939394,3.016835016835017,2.484375,2.2647381148753336,5801.362173913044,5875.248635557468,35.20289855072464,25.69733754338755,5.220588235294118,5.044917017713039,152.8472463768116,97.89174444835947,5.044117647058823,5.319005242363656,-0.02445236231884058,-0.026302309762225046,1.1333333333333333,1.0347826086956522,1.4,1.4,2.5911904761904756,2.5624516747881745,11.405797101449275,9.9121242003065,10.159420289855072,7.796586503688897,14.304347826086957,8.503773444448058,9.001538461538463,6.751155418635372,3.3484848484848486,2.5486342099866475,9.308823529411764,8.98702747238859,7.446969696969697,6.692921215611551,1.0,1.25,1.125,1.125,0.75,0.9375,1.618181818181818,1.1680694305694306,4.171,4.051070624089042,2.69811320754717,2.7909054607167816,97.4
66798,Charly Jan,26.0,FC Bourg-Péronnas 01,france_3,0.513178375,0.67107149,21.227272727272727,16.447159214438567,1.5789473684210527,1.7418109670171464,1.0,1.0604180114662793,1.15,1.4949999999999999,6.909090909090909,6.153380005010583,2.7948717948717947,2.484330484330484,4.976744186046512,3.5289063709765056,5830.606136363636,5904.865050691614,32.72727272727273,25.084366030489235,3.953488372093023,3.820454682264181,136.40886363636363,91.90292499901454,5.282051282051282,5.569905467222104,-0.019502727272727272,-0.02097820927265688,1.1818181818181819,1.0790513833992095,1.7692307692307692,1.7692307692307692,2.325333333333333,2.2995431440458725,10.886363636363637,9.76048824970771,8.954545454545455,7.371975964134355,12.022727272727273,7.705543122537802,6.510810810810811,6.161817286222724,2.575,2.3929201531332813,8.045454545454545,7.767331800780488,6.2924999999999995,6.50206379505138,0.95,1.1875,1.0,1.0,2.0,2.5,1.3555555555555554,0.9784951159951161,3.0546875,2.9668556214389823,2.526315789473684,2.6131996658312446,96.6
27185,Lucien Hawryluk,25.0,SV Waldhof Mannheim,bundesliga_3,0.557671055,0.67107149,14.0,13.164421667609968,6.0,5.426577319836092,1.3333333333333333,1.3292017447343645,1.0,1.3,7.5,6.560940558726357,2.6,2.311111111111111,2.6315789473684212,2.3394022370598684,5769.6362500000005,5843.118648565778,27.375,23.75912912271366,4.5,4.348576358930112,62.04458333333334,64.81058536638773,2.5,2.6362416653114327,-0.017858458333333334,-0.019209542899550593,1.75,1.5978260869565217,1.5,1.5,2.54125,2.5130650866427353,9.416666666666666,9.331446010283603,6.833333333333333,6.624438546219852,8.083333333333334,6.327336878846931,5.95,6.0291222499816035,3.0,2.4784790031770996,6.791666666666667,6.556886025800102,7.591304347826087,6.716782681384287,0.8,1.0,1.0,1.0,0.8,1.0,2.7,1.9489697802197805,3.102777777777778,3.013563152393151,3.0,3.1031746031746033,95.3
77461,Jiri Letacek,27.0,FC Banik Ostrau,chance_liga,0.345279435,0.67107149,,,,,,,3.6,4.680000000000001,,,3.1785714285714284,2.825396825396825,2.04,2.039344231838266,5853.4045161290305,5927.953791851727,20.70967741935484,22.108777592401818,4.32258064516129,4.177127111803835,58.359354838709685,63.46798564521339,1.9583333333333333,2.0650559711606222,-0.009197064516129035,-0.009892869926109629,1.0,0.9130434782608695,2.1666666666666665,2.1666666666666665,4.495714285714286,4.445852478484824,8.033333333333333,8.927615531320503,5.033333333333333,5.990099651589545,4.7,5.143669747246271,5.035714285714286,5.812790514478007,2.7142857142857144,2.420960448525793,4.548387096774194,4.391154227450533,4.777777777777778,6.251649274031612,0.8,1.0,1.0,1.0,1.2,1.5,2.395,1.7288083791208795,4.1928,4.072243805485623,2.4583333333333335,2.542879188712522,95.1
582,Manuel Neuer,39.0,FC Bayern München,bundesliga_1,0.82647051,0.67107149,18.692307692307693,15.295739416929745,5.675675675675675,3.8630662681772368,2.1578947368421053,1.9940878217659441,,,3.5675675675675675,3.848671676306002,3.0327868852459017,2.6958105646630237,3.603448275862069,2.832349414002339,5887.461129032258,5962.444151614327,29.838709677419356,24.369150166283255,6.032258064516129,5.829274402293412,82.07774193548386,72.10905090054047,3.685185185185185,3.8860154918294456,-0.022110064516129034,-0.023782805038755885,1.0833333333333333,0.9891304347826085,1.2666666666666666,1.2666666666666666,2.5135714285714283,2.485693497265346,9.82258064516129,9.449942711261894,7.919354838709677,7.007163924700503,9.629032258064516,6.868103286498591,7.953225806451612,6.503111188607678,3.175438596491228,2.513797413927902,6.758064516129032,6.524445465609125,8.38032786885246,6.847224384947122,1.0,1.25,1.1875,1.1875,,,1.9700000000000002,1.4220260989010993,2.555,2.481535709553465,1.8974358974358974,1.9626916293582959,94.3
37246,Petr Mikulec,26.0,FK Mlada Boleslav,chance_liga,0.345279435,0.67107149,,,,,,,,,,,3.0,2.6666666666666665,2.3,2.171220259044201,5814.63,5888.685441393299,28.09090909090909,23.93639011037791,4.0,3.8654012079378774,115.52545454545454,84.29469683527151,3.0,3.1634899983737195,-0.011000181818181819,-0.011832402360555765,1.4,1.2782608695652173,2.2857142857142856,2.2857142857142856,4.046666666666666,4.001785230607353,12.818181818181818,10.324435523177536,9.545454545454545,7.580218530553395,6.636363636363637,5.821111123952784,9.354545454545455,6.8346814042751785,2.5,2.3778215325373133,7.363636363636363,7.109083343087226,8.31818181818182,6.836950373459308,,,,,,,1.37,0.9889217032967035,4.23375,4.112016364118192,3.272727272727273,3.3852813852813854,93.6
15833,Dominik Reimann,28.0,1. FC Magdeburg,bundesliga_2,0.710514535,0.67107149,38.42372881355932,24.25805195324692,5.293103448275862,4.077081092508034,1.4,1.3829584913879815,1.3666666666666665,1.7766666666666664,4.857142857142857,4.7381147855140515,2.619047619047619,2.328042328042328,3.075,2.5643122632157396,5940.440967741935,6016.0987444082,51.806451612903224,29.80842127163045,5.290322580645161,5.1123048234017086,133.40516129032258,90.80861838053247,4.459770114942529,4.702812717888901,-0.023123559139784942,-0.024872975762801144,1.3333333333333333,1.217391304347826,1.3214285714285714,1.3214285714285714,1.4919230769230771,1.475376211144905,12.78494623655914,10.314733204494186,11.21505376344086,8.168602820782874,22.397849462365592,11.335304045360129,12.052688172043013,7.473096603804624,3.211764705882353,2.5211104025068916,11.576086956521738,11.17591403170516,9.48064516129032,7.0291293069937275,0.6,0.75,1.0,1.0,1.275,1.59375,1.0338461538461539,0.7462721893491125,1.6423076923076922,1.5950861779005412,1.7464788732394365,1.8065429614725388,93.3
32521,Balsa Popovic,25.0,OFK Belgrad,super_liga_srbije,0.34917809,0.67107149,12.844827586206897,12.639724731584664,1.59375,2.5343996541355898,1.0,1.0604180114662793,1.4666666666666668,1.906666666666667,6.206896551724138,5.669064015449134,3.1132075471698113,2.7672955974842766,2.7450980392156863,2.396980878770803,5842.152413793103,5916.558382133371,20.379310344827587,22.026977829462524,3.5636363636363635,3.443721076162836,83.54793103448276,72.6446691063774,3.4464285714285716,3.634247438607904,-0.012386741379310343,-0.013323862310520488,1.2105263157894737,1.1052631578947367,2.317073170731707,2.317073170731707,3.8902439024390243,3.847097345693773,11.137931034482758,9.833927225279236,8.189655172413794,7.102420599644988,5.410714285714286,5.392314813244017,7.668596491228071,6.435764239207278,2.1666666666666665,2.310716552110789,4.890909090909091,4.721835603186331,7.2137931034482765,6.654372362149809,0.9166666666666666,1.1458333333333333,1.1333333333333333,1.1333333333333333,1.1500000000000001,1.4375000000000002,2.3970000000000002,1.7302520604395608,4.283653846153846,4.160485317650416,3.0784313725490198,3.184303350970018,92.4
107163,Christian Rust,21.0,SC Weiche Flensburg 08,regionalliga_nord,0.26403716,0.67107149,3.6875,8.480326818951236,10.114285714285714,10.448209752802384,5.9714285714285715,5.069135404778866,1.0666666666666667,1.3866666666666667,1.1666666666666667,2.192727444541914,3.878787878787879,3.4478114478114477,2.3225806451612905,2.182673512027347,5804.188857142857,5878.111319577402,24.085714285714285,22.944693265105272,5.914285714285715,5.715271786022433,66.57285714285713,66.460322733538,2.259259259259259,2.382381356799961,-0.013570914285714285,-0.014597624010520836,1.3333333333333333,1.217391304347826,3.0,3.0,3.4900000000000007,3.4512925341399505,8.228571428571428,8.984610538678464,4.0606060606060606,5.647300349945894,5.823529411764706,5.536739156928785,3.0689655172413794,5.347432511246269,3.6176470588235294,2.6028205845556593,5.029411764705882,4.8555503879255895,4.628125,6.226908613257836,1.0,1.25,1.2,1.2,0.95,1.1875,2.5,1.8046016483516487,4.469333333333333,4.340825935250209,2.586206896551724,2.6751505199781063,92.1
15814,Florian Kastenmeier,28.0,Fortuna Düsseldorf,bundesliga_2,0.710514535,0.67107149,16.879310344827587,14.47224835889692,8.543859649122806,6.9419577516775774,2.260869565217391,2.077121698175993,1.4333333333333333,1.8633333333333335,4.508771929824562,4.497837134991045,2.7564102564102564,2.45014245014245,3.6853932584269664,2.873913178425871,5920.85967032967,5996.268058535634,36.30769230769231,25.97088740469285,3.7058823529411766,3.5811805308836218,150.47010989010988,97.0257078406172,5.534090909090909,5.835680413666672,-0.021502384615384614,-0.02312915101640637,1.2142857142857142,1.1086956521739129,1.5365853658536586,1.5365853658536586,2.164565217391304,2.140558101559205,13.604395604395604,10.55395149174677,11.244444444444444,8.17896040528301,17.511111111111113,9.62566712897225,9.613483146067416,6.89594938573763,2.6341463414634148,2.4048271953918903,6.186813186813187,5.972941682775634,7.740909090909091,6.741515401041925,1.24,1.55,1.0625,1.0625,1.15,1.4375,0.8344444444444444,0.602335927960928,2.3927118644067797,2.3239138685705174,2.445945945945946,2.5300657800657804,90.9
168451,Jarno Peters,32.0,FC Gütersloh,regionalliga_west,0.37057419,0.67107149,16.955555555555556,14.506880096962934,4.390243902439025,4.897234849476833,1.1818181818181819,1.2070273205215987,0.5,0.65,4.930232558139535,4.788526057683342,3.76056338028169,3.3427230046948355,3.986111111111111,3.026441931202351,5763.966052631579,5837.376235257752,28.88157894736842,24.132162061666243,4.533333333333333,4.380788035662928,109.79855263157897,82.20827616312611,2.4098360655737703,2.541164097054299,-0.030478328947368426,-0.0327841718749195,1.3888888888888888,1.2681159420289854,1.9,1.9,3.198055555555556,3.162586035144321,13.710526315789474,10.584933768384033,9.789473684210526,7.666213436524011,4.840579710144928,5.192851889788685,7.882191780821917,6.486303626371748,3.579710144927536,2.595183316962359,6.7894736842105265,6.554768852398165,10.094666666666667,7.130639603012939,1.0750000000000002,1.3437500000000002,1.0,1.0,0.9,1.125,1.3064705882352943,0.943063590820944,3.0494827586206896,2.961800532753366,2.935483870967742,3.0364396654719235,90.6
44770,Raphael Sallinger,30.0,TSV Hartberg,bundesliga_austria,0.6016963049999999,0.67107149,19.28125,15.563245999195804,5.09375,4.418637922630263,1.3333333333333333,1.3292017447343645,1.35,1.7550000000000001,5.6,5.250476624471023,2.9206349206349205,2.5961199294532626,3.328125,2.6927011839330564,5858.622727272727,5933.238462414085,31.71212121212121,24.833011825758977,4.415384615384616,4.266808256454503,97.56318181818182,77.75069491233066,3.6166666666666667,3.813762942483873,-0.023871924242424243,-0.02567795854884844,1.4074074074074074,1.285024154589372,1.7941176470588236,1.7941176470588236,2.666129032258065,2.6365590899959965,11.348484848484848,9.895393283753432,10.090909090909092,7.772442438017125,9.545454545454545,6.838863426986043,10.85,7.188525144946189,2.8333333333333335,2.4449265129638373,7.2,6.951103713240844,10.878787878787877,7.260270854785758,0.7333333333333334,0.9166666666666667,1.0,1.0,1.0,1.25,1.4440000000000002,1.0423379120879124,2.743488372093023,2.6646044477861217,2.022727272727273,2.0922919672919678,90.3
78648,Iker Álvarez,24.0,FC Córdoba,laliga2,0.6,0.67107149,17.047619047619047,14.5486967397677,4.857142857142857,4.218180176624413,1.0,1.0604180114662793,1.6666666666666667,2.166666666666667,4.095238095238095,4.2126154635069,3.2777777777777777,2.91358024691358,2.6875,2.3677662611299706,5969.345714285714,6045.371623363441,30.142857142857142,24.444457884544825,5.368421052631579,5.187775305390309,102.11761904761906,79.40996411728477,3.2,3.374389331598634,-0.02388190476190476,-0.025688694146151537,1.5,1.3695652173913042,1.4,1.4,2.4984615384615387,2.470751190409204,11.238095238095237,9.863167725269442,7.571428571428571,6.884551055922755,9.666666666666666,6.881269772945762,8.047619047619047,6.525445841071885,2.65,2.408018773729249,6.904761904761905,6.666071682671444,7.814285714285714,6.753646055578667,1.5,1.875,1.0,1.0,2.7,3.375,0.5333333333333333,0.38498168498168506,3.355714285714286,3.2592269397490017,2.7058823529411766,2.798941798941799,90.1
